,user_id,item_id,sentiment,app_name
122526,diabeticfuck,419070.0,1,Warhammer: End Times - Vermintide Sigmar's Blessing
122559,diabeticfuck,287700.0,1,METAL GEAR SOLID V: THE PHANTOM PAIN
122879,76561198054465623,302830.0,0,BLOCKADE 3D
122999,76561198054465623,24240.0,2,PAYDAY™ The Heist
123119,76561198054465623,39800.0,1,Nation Red
123536,76561198054465623,105600.0,2,Terraria
124256,76561198054465623,113020.0,2,Monaco: What's Yours Is Mine
125456,aaropro,440.0,2,Team Fortress 2
125937,FrankoWalker,310370.0,2,The Way of Life Free Edition
126019,LightfootSword7,221100.0,0,DayZ
126259,SALTTHEW0UND,248820.0,1,Risk of Rain
126679,SALTTHEW0UND,730.0,2,Counter-Strike: Global Offensive
126839,SALTTHEW0UND,550.0,2,Left 4 Dead 2
127099,SALTTHEW0UND,204030.0,2,Fable - The Lost Chapters
127159,SALTTHEW0UND,440.0,2,Team Fortress 2
127640,express157,304930.0,2,Unturned
128740,76561198074644990,242760.0,1,The Forest
129140,76561198074644990,207230.0,2,ArcheBlade™
129560,76561198074644990,9180.0,0,Commander Keen
129578,76561198064304806,730.0,0,Counter-Strike: Global Offensive
129738,TomoeMamiewe,10150.0,1,Prototype™
129778,76561198057086148,214950.0,0,Total War™: ROME II - Emperor Edition
129859,Acidius99,220240.0,2,Far Cry 3
130022,acorn13,271590.0,2,Grand Theft Auto V
130182,AddzyTheBaddzy,291550.0,2,Brawlhalla
130902,AddzyTheBaddzy,259080.0,2,Just Cause 2: Multiplayer Mod
131057,76561198167207237,391540.0,0,Undertale
131137,76561198167207237,265930.0,1,Goat Simulator
131677,76561198167207237,620.0,2,Portal 2
132117,cancerkek,730.0,1,Counter-Strike: Global Offensive
132277,76561198073508075,10090.0,2,Call of Duty: World at War
132337,76561198073508075,218680.0,0,Scribblenauts Unlimited
132637,advenger95,22370.0,2,Fallout 3: Game of the Year Edition
132657,advenger95,307690.0,2,Sleeping Dogs: Definitive Edition
132898,EndAtHallow,1250.0,2,Killing Floor
133098,76561198063624801,440.0,0,Team Fortress 2
133578,aeryal,440.0,2,Team Fortress 2
134059,76561198015968275,248610.0,0,Door Kickers
134779,Agiegamma,208090.0,2,Loadout
135199,76561198082614708,250340.0,2,Blockland
135440,Agronoth,221640.0,2,Super Hexagon
135520,Agronoth,104900.0,2,ORION: Prelude
136560,Agronoth,105600.0,2,Terraria
137280,Agronoth,9450.0,2,"Warhammer® 40,000: Dawn of War® - Soulstorm"
137325,UnholyFallenAngel,262410.0,2,World of Guns: Gun Disassembly
137625,UnholyFallenAngel,222940.0,2,THE KING OF FIGHTERS XIII STEAM EDITION
137723,UnholyFallenAngel,221040.0,1,Resident Evil 6 / Biohazard 6
138123,76561198068565589,221100.0,1,DayZ
138363,76561198068565589,286570.0,0,F1 2015
138462,SlutOnTheSpit,4000.0,2,Garry's Mod
138902,WestyGaming,223710.0,1,Cry of Fear
139142,NaruseAiria,317360.0,2,Double Action: Boogaloo
139382,NaruseAiria,108600.0,0,Project Zomboid
139942,NaruseAiria,259080.0,2,Just Cause 2: Multiplayer Mod
140094,NaruseAiria,208520.0,2,Omerta - City of Gangsters
140262,76561198067713802,239660.0,2,Soldier Front 2
140334,76561198067713802,304930.0,2,Unturned
141434,Alex680,4000.0,2,Garry's Mod
141875,alansiulun,265930.0,2,Goat Simulator
142415,Albolah,283920.0,2,Putt-Putt® Joins the Parade
142431,Albolah,440.0,2,Team Fortress 2
142911,Albolah,294650.0,2,Putt-Putt® Goes to the Moon
142929,76561198003056556,233720.0,1,Surgeon Simulator
143169,maxpaynepillkiller,12120.0,2,Grand Theft Auto: San Andreas
143189,maxpaynepillkiller,55230.0,2,Saints Row: The Third
143309,AlexNoClutch,227860.0,0,Castle Story
143710,76561198095481910,208090.0,0,Loadout
144130,AlkalineDeath,228280.0,2,Baldur's Gate: Enhanced Edition
144410,AlkalineDeath,240760.0,2,Wasteland 2: Director's Cut
144811,76561198075935236,250900.0,2,The Binding of Isaac: Rebirth
144931,mintifreshbadger,35450.0,1,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
145411,AlpacaRevolution,212680.0,2,FTL: Faster Than Light
145531,AlpacaRevolution,346110.0,2,ARK: Survival Evolved
146531,76561198071952798,205100.0,2,Dishonored
146694,smegmyfoodle,346010.0,2,Besiege
147054,smegmyfoodle,239250.0,0,Castlevania: Lords of Shadow 2
147214,76561198057869849,313120.0,2,Stranded Deep
147334,76561198058836921,211820.0,2,Starbound
148236,lol_ursuchanoob,220240.0,2,Far Cry 3
148396,lol_ursuchanoob,17300.0,2,Crysis
148416,AMV72,206440.0,2,To the Moon
148716,AMV72,209100.0,0,Resident Evil: Operation Raccoon City
148764,AMV72,209000.0,2,Batman™: Arkham Origins
149004,AMV72,218060.0,2,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
149164,AMV72,24240.0,2,PAYDAY™ The Heist
149284,76561198069170979,440.0,2,Team Fortress 2
149764,76561198132540690,730.0,0,Counter-Strike: Global Offensive
149924,76561198132540690,220200.0,1,Kerbal Space Program
150004,711armageddoncarmageddon,113020.0,1,Monaco: What's Yours Is Mine
151204,711armageddoncarmageddon,105600.0,2,Terraria
151924,711armageddoncarmageddon,9480.0,2,Saints Row 2
151964,Andraison,22230.0,0,Rock of Ages
152384,76561198055790408,203770.0,2,Crusader Kings II
152564,76561198069560699,550.0,2,Left 4 Dead 2
152824,76561198069560699,259080.0,2,Just Cause 2: Multiplayer Mod
152977,76561198069560699,8870.0,2,BioShock Infinite
153077,76561198099625419,230410.0,1,Warframe
153317,76561198099625419,200260.0,1,Batman: Arkham City - Game of the Year Edition
153517,76561198099625419,19900.0,2,Far Cry® 2: Fortune's Edition
153557,76561198099625419,241540.0,1,State of Decay
153797,76561198099625419,220.0,1,Half-Life 2
153937,76561198084032274,227940.0,0,Heroes & Generals
154258,Angrovar,17390.0,2,SPORE™
154279,AngryAinsley,317360.0,2,Double Action: Boogaloo
154522,uradumbtit,274310.0,1,Always Sometimes Monsters
154692,uradumbtit,4000.0,2,Garry's Mod
155132,IKillNoobsFirst,730.0,2,Counter-Strike: Global Offensive
155292,76561198037888300,344770.0,2,fault - milestone two side:above
155328,1234865654,22380.0,2,Fallout: New Vegas
155488,76561198084123358,9900.0,2,Star Trek Online
155788,Apachehavoc,107410.0,1,Arma 3
156628,ApexNZ,221640.0,2,Super Hexagon
156709,ApexNZ,49520.0,1,Borderlands 2
156949,ApexNZ,245490.0,2,Trials Fusion™
157029,ApexNZ,313120.0,2,Stranded Deep
157149,76561198039441595,113020.0,1,Monaco: What's Yours Is Mine
158349,76561198039441595,319510.0,2,Five Nights at Freddy's
158389,76561198039441595,20.0,1,Team Fortress Classic
158429,76561198039441595,209080.0,0,Guns of Icarus Online
158909,76561198039441595,223470.0,1,POSTAL 2
159329,76561198039441595,417860.0,1,Emily is Away
159629,76561198039441595,269250.0,2,WORLD END ECONOMiCA episode.01
159644,76561198039441595,8190.0,0,Just Cause 2
159804,76561198036687918,377160.0,1,Fallout 4
159884,benjamin27,730.0,1,Counter-Strike: Global Offensive
160045,AppoGetsSuperAdmin,212500.0,1,The Lord of the Rings Online™
160106,AppoGetsSuperAdmin,104900.0,1,ORION: Prelude
161146,76561198049916759,219990.0,2,Grim Dawn
161706,76561198049916759,293260.0,2,Card Hunter
162186,XABLAUziitu,214420.0,2,Gear Up
162606,XABLAUziitu,105600.0,1,Terraria
163326,XABLAUziitu,440.0,1,Team Fortress 2
163806,XABLAUziitu,200210.0,1,Realm of the Mad God
164406,76561198012909706,218130.0,2,Dungeonland
164886,dragonchief,252490.0,2,Rust
165606,76561198040530605,218230.0,2,PlanetSide 2
165786,76561198040530605,104900.0,2,ORION: Prelude
166826,76561198040530605,440.0,2,Team Fortress 2
167306,76561198040530605,240.0,2,Counter-Strike: Source
167446,76561197974500703,8980.0,0,Borderlands
167687,76561197974500703,113200.0,2,The Binding of Isaac
167927,76561197974500703,8190.0,2,Just Cause 2
168087,76561197974500703,43000.0,2,Front Mission Evolved
168117,76561197974500703,18700.0,0,And Yet It Moves
168171,76561197974500703,98800.0,2,Dungeons of Dredmor
168531,76561197974500703,107100.0,2,Bastion
168891,76561197974500703,630.0,2,Alien Swarm
169051,76561197974500703,57300.0,2,Amnesia: The Dark Descent
169291,76561198047185525,213670.0,2,South Park™: The Stick of Truth™
169472,76561198047185525,226620.0,1,Desktop Dungeons
169728,bilyitu,730.0,1,Counter-Strike: Global Offensive
169888,76561198021244661,105600.0,2,Terraria
170608,76561198088538797,209870.0,2,Blacklight: Retribution
170768,deployablearchnagel,265630.0,1,Fistful of Frags
171368,rotflmaoman,401920.0,2,The Binding of Isaac: Afterbirth
171728,armouredmarshmallow,440.0,2,Team Fortress 2
172208,armouredmarshmallow,346900.0,0,AdVenture Capitalist
172448,armouredmarshmallow,630.0,2,Alien Swarm
